"Source","Target","Type","Weight","CountEither","CountBoth"
3101,3130,"Undirected",0.913738019169329,313,286
3100,3130,"Undirected",0.00810372771474878,617,5
3091,3130,"Undirected",0.941935483870968,310,292
3090,3130,"Undirected",0.00810372771474878,617,5
3121,3130,"Undirected",0.922360248447205,322,297
3120,3130,"Undirected",0.00328407224958949,609,2
3111,3130,"Undirected",0.918831168831169,308,283
3110,3130,"Undirected",0.00646203554119548,619,4
2920,3130,"Undirected",0.501666666666667,600,301
2931,3130,"Undirected",0.00399201596806387,501,2
2930,3130,"Undirected",0.681192660550459,436,297
2961,3130,"Undirected",0.908805031446541,318,289
2960,3130,"Undirected",0.0145867098865478,617,9
2921,2931,"Undirected",0.0414746543778802,217,9
2920,2931,"Undirected",0.304065040650407,615,187
2921,2930,"Undirected",0.0340136054421769,441,15
2920,2930,"Undirected",0.661835748792271,621,411
3081,3591,"Undirected",0.121495327102804,321,39
3080,3591,"Undirected",0.0318471337579618,628,20
3571,3591,"Undirected",0.959752321981424,323,310
3570,3591,"Undirected",0.00638977635782748,626,4
3581,3591,"Undirected",0.0041407867494824,483,2
3580,3591,"Undirected",0.824146981627297,381,314
3071,3591,"Undirected",0.892638036809816,326,291
3070,3591,"Undirected",0.0334928229665072,627,21
3101,3591,"Undirected",0.904615384615385,325,294
3100,3591,"Undirected",0.0206677265500795,629,13
3091,3591,"Undirected",0.919753086419753,324,298
3090,3591,"Undirected",0.0206677265500795,629,13
3121,3591,"Undirected",0.942249240121581,329,310
3120,3591,"Undirected",0.00798722044728434,626,5
3111,3591,"Undirected",0.885802469135803,324,287
3110,3591,"Undirected",0.0206349206349206,630,13
3131,3591,"Undirected",0.0208,625,13
3130,3591,"Undirected",0.902140672782875,327,295
2920,3591,"Undirected",0.527363184079602,603,318
2931,3591,"Undirected",0.0275049115913556,509,14
2930,3591,"Undirected",0.684563758389262,447,306
2961,3591,"Undirected",0.894259818731118,331,296
2960,3591,"Undirected",0.0319488817891374,626,20
3541,3591,"Undirected",0.0273722627737226,548,15
3540,3591,"Undirected",0.745098039215686,408,304
3331,3591,"Undirected",0.0229276895943563,567,13
3330,3591,"Undirected",0.885196374622356,331,293
3461,3591,"Undirected",0.873846153846154,325,284
3460,3591,"Undirected",0.0221870047543582,631,14
3321,3591,"Undirected",0.289719626168224,321,93
3320,3591,"Undirected",0.0176,625,11
3311,3591,"Undirected",0.9,330,297
3310,3591,"Undirected",0.0304487179487179,624,19
3451,3591,"Undirected",0.736842105263158,323,238
3450,3591,"Undirected",0.0254777070063694,628,16
3471,3591,"Undirected",0.604288499025341,513,310
3080,3590,"Undirected",0.833333333333333,330,275
3570,3590,"Undirected",0.899676375404531,309,278
3581,3590,"Undirected",0.550877192982456,285,157
3580,3590,"Undirected",0.0618892508143322,614,38
3071,3590,"Undirected",0.00174520069808028,573,1
3070,3590,"Undirected",0.827794561933535,331,274
3101,3590,"Undirected",0.00173913043478261,575,1
3100,3590,"Undirected",0.843076923076923,325,274
3090,3590,"Undirected",0.848765432098765,324,275
3121,3590,"Undirected",0.00168067226890756,595,1
3120,3590,"Undirected",0.872611464968153,314,274
3110,3590,"Undirected",0.846153846153846,325,275
3131,3590,"Undirected",0.83641975308642,324,271
3130,3590,"Undirected",0.00520833333333333,576,3
2921,3590,"Undirected",0.0824372759856631,279,23
2920,3590,"Undirected",0.387045813586098,633,245
2931,3590,"Undirected",0.476923076923077,325,155
2930,3590,"Undirected",0.205432937181664,589,121
2961,3590,"Undirected",0.00343642611683849,582,2
2960,3590,"Undirected",0.832826747720365,329,274
3541,3590,"Undirected",0.595092024539877,326,194
3540,3590,"Undirected",0.137755102040816,588,81
3331,3590,"Undirected",0.657407407407407,324,213
3330,3590,"Undirected",0.0104347826086957,575,6
3461,3590,"Undirected",0.00176991150442478,565,1
3460,3590,"Undirected",0.840978593272171,327,275
3320,3590,"Undirected",0.853125,320,273
3311,3590,"Undirected",0.00343642611683849,582,2
